city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Freilassing,Freilassing,47.8333,12.9667,Germany,DE,DEU,Bavaria,,18036,1276282147
Bobingen,Bobingen,48.2667,10.8167,Germany,DE,DEU,Bavaria,,18022,1276277241
Weilerswist,Weilerswist,50.7525,6.8378,Germany,DE,DEU,North Rhine-Westphalia,,17826,1276196385
Oberasbach,Oberasbach,49.4219,10.9583,Germany,DE,DEU,Bavaria,,17807,1276883001
Nidda,Nidda,50.4128,9.0092,Germany,DE,DEU,Hesse,,17768,1276604046
Werdohl,Werdohl,51.2563,7.7562,Germany,DE,DEU,North Rhine-Westphalia,,17762,1276252108
Kreuzau,Kreuzau,50.747,6.4907,Germany,DE,DEU,North Rhine-Westphalia,,17756,1276795378
Trossingen,Trossingen,48.075,8.6385,Germany,DE,DEU,Baden-Württemberg,,17744,1276343997
Freudenberg,Freudenberg,50.8975,7.8742,Germany,DE,DEU,North Rhine-Westphalia,,17738,1276203816
Saulgau,Saulgau,48.0158,9.501,Germany,DE,DEU,Baden-Württemberg,,17724,1276840359
Forst (Lausitz),Forst (Lausitz),51.7453,14.6478,Germany,DE,DEU,Brandenburg,minor,17721,1276307453
Nümbrecht,Numbrecht,50.9053,7.5422,Germany,DE,DEU,North Rhine-Westphalia,,17700,1276389854
Damme,Damme,52.5222,8.1956,Germany,DE,DEU,Lower Saxony,minor,17686,1276165336
Bad Wörishofen,Bad Worishofen,48.0058,10.5969,Germany,DE,DEU,Bavaria,,17683,1276068961
Bexbach,Bexbach,49.3494,7.2594,Germany,DE,DEU,Saarland,,17663,1276508289
Bad Säckingen,Bad Sackingen,47.5533,7.9472,Germany,DE,DEU,Baden-Württemberg,,17637,1276877057
Bad Langensalza,Bad Langensalza,51.1081,10.6467,Germany,DE,DEU,Thuringia,,17626,1276854476
Diepholz,Diepholz,52.6072,8.3711,Germany,DE,DEU,Lower Saxony,minor,17608,1276476080
Cham,Cham,49.2183,12.6658,Germany,DE,DEU,Bavaria,minor,17593,1276459468
Holzwickede,Holzwickede,51.5,7.6167,Germany,DE,DEU,North Rhine-Westphalia,,17587,1276204941
Babenhausen,Babenhausen,49.9624,8.9533,Germany,DE,DEU,Hesse,,17579,1276006345
Garching bei München,Garching bei Munchen,48.25,11.65,Germany,DE,DEU,Bavaria,,17577,1276544473
Bad Münstereifel,Bad Munstereifel,50.5531,6.7661,Germany,DE,DEU,North Rhine-Westphalia,,17568,1276172917
Auerbach,Auerbach,50.5094,12.4,Germany,DE,DEU,Saxony,,17562,1276679224
Bad Münder am Deister,Bad Munder am Deister,52.1992,9.4653,Germany,DE,DEU,Lower Saxony,,17511,1276351668
Bad Wildungen,Bad Wildungen,51.1167,9.1167,Germany,DE,DEU,Hesse,,17473,1276828659
Gescher,Gescher,51.9569,7.0056,Germany,DE,DEU,North Rhine-Westphalia,,17467,1276129657
Bitburg,Bitburg,49.9747,6.5256,Germany,DE,DEU,Rhineland-Palatinate,minor,17465,1276110282
Stockach,Stockach,47.8514,9.0114,Germany,DE,DEU,Baden-Württemberg,,17402,1276190104
Sinzig,Sinzig,50.5453,7.2519,Germany,DE,DEU,Rhineland-Palatinate,,17399,1276200986
Remagen,Remagen,50.5786,7.2306,Germany,DE,DEU,Rhineland-Palatinate,,17387,1276287418
Schwarzenbek,Schwarzenbek,53.5042,10.4792,Germany,DE,DEU,Schleswig-Holstein,minor,17370,1276765796
Kelsterbach,Kelsterbach,50.0688,8.5301,Germany,DE,DEU,Hesse,,17365,1276996005
Horn-Bad Meinberg,Horn-Bad Meinberg,51.8833,8.9667,Germany,DE,DEU,North Rhine-Westphalia,,17329,1276648708
Eutin,Eutin,54.1378,10.6181,Germany,DE,DEU,Schleswig-Holstein,minor,17296,1276288365
Oerlinghausen,Oerlinghausen,51.9667,8.6667,Germany,DE,DEU,North Rhine-Westphalia,,17287,1276933659
Brand,Brand,50.7489,6.165,Germany,DE,DEU,North Rhine-Westphalia,,17284,1276474228
Heilbad Heiligenstadt,Heilbad Heiligenstadt,51.3775,10.1344,Germany,DE,DEU,Thuringia,minor,17260,1276037701
Marktredwitz,Marktredwitz,50.0011,12.0863,Germany,DE,DEU,Bavaria,,17254,1276442185
Gunzenhausen,Gunzenhausen,49.1147,10.7542,Germany,DE,DEU,Bavaria,,17237,1276273217
Schwalbach,Schwalbach,49.3067,6.8231,Germany,DE,DEU,Saarland,,17208,1276949643
Bendorf,Bendorf,50.4297,7.5703,Germany,DE,DEU,Rhineland-Palatinate,,17208,1276205648
Ginsheim-Gustavsburg,Ginsheim-Gustavsburg,49.9646,8.3464,Germany,DE,DEU,Hesse,,17143,1276577011
Hünfeld,Hunfeld,50.6667,9.7667,Germany,DE,DEU,Hesse,,17130,1276813919
Kelheim,Kelheim,48.9218,11.8455,Germany,DE,DEU,Bavaria,minor,17094,1276123640
Wadgassen,Wadgassen,49.2667,6.7833,Germany,DE,DEU,Saarland,,17076,1276539797
Künzell,Kunzell,50.5394,9.7083,Germany,DE,DEU,Hesse,,17025,1276700947
Stockelsdorf,Stockelsdorf,53.8833,10.65,Germany,DE,DEU,Schleswig-Holstein,minor,17022,1276893181
Bruckmühl,Bruckmuhl,47.8833,11.9167,Germany,DE,DEU,Bavaria,,16984,1276950984
Wittenberge,Wittenberge,52.9977,11.7504,Germany,DE,DEU,Brandenburg,minor,16982,1276040852
Bürstadt,Burstadt,49.6414,8.4546,Germany,DE,DEU,Hesse,,16980,1276454378
Kronach,Kronach,50.2411,11.3281,Germany,DE,DEU,Bavaria,minor,16924,1276212761
Penzberg,Penzberg,47.75,11.3667,Germany,DE,DEU,Bavaria,,16909,1276589283
Bad Lippspringe,Bad Lippspringe,51.7833,8.8167,Germany,DE,DEU,North Rhine-Westphalia,,16884,1276944431
Finnentrop,Finnentrop,51.1731,7.9725,Germany,DE,DEU,North Rhine-Westphalia,,16872,1276799672
Kamenz,Kamenz,51.27,14.0953,Germany,DE,DEU,Saxony,,16861,1276558710
Königstein im Taunus,Konigstein im Taunus,50.1831,8.4635,Germany,DE,DEU,Hesse,,16831,1276481618
Brackenheim,Brackenheim,49.0833,9.0667,Germany,DE,DEU,Baden-Württemberg,,16795,1276363194
Bassum,Bassum,52.8494,8.7267,Germany,DE,DEU,Lower Saxony,,16794,1276562113
Eggenstein-Leopoldshafen,Eggenstein-Leopoldshafen,49.0778,8.3925,Germany,DE,DEU,Baden-Württemberg,,16777,1276489568
Reinheim,Reinheim,49.8261,8.8348,Germany,DE,DEU,Hesse,,16729,1276510132
Thale,Thale,51.7511,11.0428,Germany,DE,DEU,Saxony-Anhalt,,16721,1276578169
Holzkirchen,Holzkirchen,47.8833,11.7,Germany,DE,DEU,Bavaria,,16719,1276287582
Wurzen,Wurzen,51.3667,12.7333,Germany,DE,DEU,Saxony,,16715,1276002805
Hövelhof,Hovelhof,51.8167,8.65,Germany,DE,DEU,North Rhine-Westphalia,,16704,1276911477
Seeheim-Jugenheim,Seeheim-Jugenheim,49.7667,8.65,Germany,DE,DEU,Hesse,,16685,1276449114
Heidenau,Heidenau,50.9833,13.8667,Germany,DE,DEU,Saxony,,16667,1276588672
Poing,Poing,48.1667,11.8167,Germany,DE,DEU,Bavaria,,16666,1276650408
Leopoldshöhe,Leopoldshohe,52.0167,8.7,Germany,DE,DEU,North Rhine-Westphalia,,16658,1276147484
Loxstedt,Loxstedt,53.4699,8.6479,Germany,DE,DEU,Lower Saxony,minor,16633,1276084019
Regenstauf,Regenstauf,49.1236,12.1283,Germany,DE,DEU,Bavaria,,16630,1276162289
Kirchhain,Kirchhain,50.8167,8.9167,Germany,DE,DEU,Hesse,,16578,1276056692
Raunheim,Raunheim,50.0097,8.45,Germany,DE,DEU,Hesse,,16564,1276238709
Straelen,Straelen,51.45,6.2667,Germany,DE,DEU,North Rhine-Westphalia,,16544,1276805801
Wardenburg,Wardenburg,53.0617,8.1967,Germany,DE,DEU,Lower Saxony,minor,16518,1276888712
Kirchlengern,Kirchlengern,52.2,8.6331,Germany,DE,DEU,North Rhine-Westphalia,,16517,1276250400
Pocking,Pocking,48.3997,13.3167,Germany,DE,DEU,Bavaria,,16509,1276193940
Eppelborn,Eppelborn,49.4022,6.9706,Germany,DE,DEU,Saarland,,16507,1276013431
Erwitte,Erwitte,51.6167,8.3497,Germany,DE,DEU,North Rhine-Westphalia,,16484,1276225862
Wolfen,Wolfen,51.65,12.2667,Germany,DE,DEU,Saxony-Anhalt,,16449,1276764690
Künzelsau,Kunzelsau,49.2804,9.6902,Germany,DE,DEU,Baden-Württemberg,minor,16436,1276563190
Oyten,Oyten,53.0611,9.0178,Germany,DE,DEU,Lower Saxony,minor,16420,1276791592
Marienberg,Marienberg,50.6508,13.1647,Germany,DE,DEU,Saxony,,16420,1276662047
Wiefelstede,Wiefelstede,53.2581,8.1172,Germany,DE,DEU,Lower Saxony,minor,16406,1276114167
Großostheim,Grossostheim,49.9167,9.0833,Germany,DE,DEU,Bavaria,,16388,1276880614
Bad Essen,Bad Essen,52.3214,8.34,Germany,DE,DEU,Lower Saxony,,16377,1276585776
Petersberg,Petersberg,50.5667,9.7167,Germany,DE,DEU,Hesse,,16375,1276763295
Sulzbach,Sulzbach,49.2833,7.0667,Germany,DE,DEU,Saarland,,16368,1276579983
Schmelz,Schmelz,49.4407,6.8579,Germany,DE,DEU,Saarland,,16343,1276565540
Elsen,Elsen,51.7333,8.6833,Germany,DE,DEU,North Rhine-Westphalia,,16323,1276679573
Bad Bentheim,Bad Bentheim,52.3031,7.1597,Germany,DE,DEU,Lower Saxony,,16321,1276319622
Kierspe,Kierspe,51.1333,7.5667,Germany,DE,DEU,North Rhine-Westphalia,,16320,1276256169
Bargteheide,Bargteheide,53.7286,10.2608,Germany,DE,DEU,Schleswig-Holstein,minor,16320,1276611028
Altena,Altena,51.3,7.6667,Germany,DE,DEU,North Rhine-Westphalia,,16315,1276575290
Brakel,Brakel,51.7167,9.1833,Germany,DE,DEU,North Rhine-Westphalia,,16310,1276092395
Hude,Hude,53.1111,8.4625,Germany,DE,DEU,Lower Saxony,minor,16303,1276379256
Halver,Halver,51.1834,7.5027,Germany,DE,DEU,North Rhine-Westphalia,,16284,1276039349
Stahnsdorf,Stahnsdorf,52.3813,13.2122,Germany,DE,DEU,Brandenburg,,16266,1276819646
Wendelstein,Wendelstein,49.3536,11.1483,Germany,DE,DEU,Bavaria,,16247,1276957789
Freiberg am Neckar,Freiberg am Neckar,48.9347,9.1917,Germany,DE,DEU,Baden-Württemberg,,16227,1276056473
Mindelheim,Mindelheim,48.0531,10.4915,Germany,DE,DEU,Bavaria,minor,16226,1276322308
Guben,Guben,51.9504,14.7143,Germany,DE,DEU,Brandenburg,,16210,1276800396
Alsfeld,Alsfeld,50.7511,9.2711,Germany,DE,DEU,Hesse,,16205,1276584676
Eilenburg,Eilenburg,51.4608,12.6358,Germany,DE,DEU,Saxony,,16201,1276166351
Preetz,Preetz,54.2367,10.2822,Germany,DE,DEU,Schleswig-Holstein,minor,16186,1276274661
Brüggen,Bruggen,51.2417,6.1822,Germany,DE,DEU,North Rhine-Westphalia,,16178,1276029002
Erlensee,Erlensee,50.1635,8.9808,Germany,DE,DEU,Hesse,,16162,1276495268
Großenkneten,Grossenkneten,52.95,8.2667,Germany,DE,DEU,Lower Saxony,minor,16160,1276069119
Wendlingen am Neckar,Wendlingen am Neckar,48.6747,9.3817,Germany,DE,DEU,Baden-Württemberg,,16159,1276408904
Markranstädt,Markranstadt,51.3017,12.2211,Germany,DE,DEU,Saxony,,16145,1276832529
Schlüchtern,Schluchtern,50.35,9.5167,Germany,DE,DEU,Hesse,,16126,1276713332
Füssen,Fussen,47.5667,10.7,Germany,DE,DEU,Bavaria,,16072,1276059513
Aue,Aue,50.5853,12.7008,Germany,DE,DEU,Saxony,,16012,1276459690
Ascheberg,Ascheberg,51.7889,7.62,Germany,DE,DEU,North Rhine-Westphalia,,16012,1276423917
Marbach am Neckar,Marbach am Neckar,48.9406,9.2575,Germany,DE,DEU,Baden-Württemberg,,16010,1276176133
Breisach am Rhein,Breisach am Rhein,48.0289,7.58,Germany,DE,DEU,Baden-Württemberg,,16007,1276880866
Walldorf,Walldorf,49.3,8.65,Germany,DE,DEU,Baden-Württemberg,,15995,1276002664
Illingen,Illingen,49.3764,7.0525,Germany,DE,DEU,Saarland,,15987,1276359675
Arolsen,Arolsen,51.3778,9.0167,Germany,DE,DEU,Hesse,,15984,1276460820
Michelstadt,Michelstadt,49.6786,9.0042,Germany,DE,DEU,Hesse,,15975,1276024719
Simmerath,Simmerath,50.6,6.2997,Germany,DE,DEU,North Rhine-Westphalia,,15955,1276931162
Süchteln,Suchteln,51.2833,6.3833,Germany,DE,DEU,North Rhine-Westphalia,,15941,1276796090
Weener,Weener,53.1692,7.3564,Germany,DE,DEU,Lower Saxony,minor,15916,1276425095
Eilendorf,Eilendorf,50.7796,6.1534,Germany,DE,DEU,North Rhine-Westphalia,,15892,1276960521
Zeulenroda,Zeulenroda,50.6486,11.9806,Germany,DE,DEU,Thuringia,,15890,1276933669
Garrel,Garrel,52.9581,8.0253,Germany,DE,DEU,Lower Saxony,minor,15867,1276561308
Drensteinfurt,Drensteinfurt,51.7944,7.7392,Germany,DE,DEU,North Rhine-Westphalia,,15865,1276206694
Finsterwalde,Finsterwalde,51.6282,13.7102,Germany,DE,DEU,Brandenburg,,15864,1276493643
Wadern,Wadern,49.5394,6.89,Germany,DE,DEU,Saarland,,15860,1276516463
Königslutter am Elm,Konigslutter am Elm,52.25,10.8167,Germany,DE,DEU,Lower Saxony,,15860,1276192101
Rahden,Rahden,52.4328,8.6133,Germany,DE,DEU,North Rhine-Westphalia,,15859,1276217000
Langenau,Langenau,48.4994,10.1211,Germany,DE,DEU,Baden-Württemberg,,15792,1276345648
Lübbenau/Spreewald,Lubbenau/Spreewald,51.8679,13.9688,Germany,DE,DEU,Brandenburg,,15774,1276392829
Ebersbach an der Fils,Ebersbach an der Fils,48.7147,9.5236,Germany,DE,DEU,Baden-Württemberg,,15768,1276554005
Taucha,Taucha,51.38,12.4936,Germany,DE,DEU,Saxony,,15759,1276068319
Neustadt in Holstein,Neustadt in Holstein,54.1072,10.8158,Germany,DE,DEU,Schleswig-Holstein,,15749,1276780766
Schwarzenberg,Schwarzenberg,50.5453,12.7792,Germany,DE,DEU,Saxony,,15740,1276831560
Hille,Hille,52.3331,8.75,Germany,DE,DEU,North Rhine-Westphalia,,15731,1276307584
Dieburg,Dieburg,49.8985,8.8385,Germany,DE,DEU,Hesse,,15723,1276337501
Bad Neustadt,Bad Neustadt,50.3219,10.2161,Germany,DE,DEU,Bavaria,minor,15720,1276106311
Langenberg,Langenberg,51.3519,7.1217,Germany,DE,DEU,North Rhine-Westphalia,,15696,1276538956
Hofgeismar,Hofgeismar,51.496,9.3872,Germany,DE,DEU,Hesse,,15626,1276882512
Templin,Templin,53.1217,13.5083,Germany,DE,DEU,Brandenburg,minor,15604,1276089341
Boppard,Boppard,50.2314,7.5908,Germany,DE,DEU,Rhineland-Palatinate,,15593,1276667317
Epe,Epe,52.2,7.0167,Germany,DE,DEU,North Rhine-Westphalia,,15589,1276072259
Eppelheim,Eppelheim,49.4011,8.6297,Germany,DE,DEU,Baden-Württemberg,,15543,1276579726
Schiffweiler,Schiffweiler,49.3708,7.1289,Germany,DE,DEU,Saarland,,15537,1276169477
Mainburg,Mainburg,48.65,11.7833,Germany,DE,DEU,Bavaria,,15517,1276991073
Bad Bramstedt,Bad Bramstedt,53.9186,9.8844,Germany,DE,DEU,Schleswig-Holstein,minor,15451,1276793883
Clausthal-Zellerfeld,Clausthal-Zellerfeld,51.805,10.3356,Germany,DE,DEU,Lower Saxony,,15436,1276565687
Sandhausen,Sandhausen,49.3439,8.6581,Germany,DE,DEU,Baden-Württemberg,,15421,1276169005
Blomberg,Blomberg,51.9331,9.0831,Germany,DE,DEU,North Rhine-Westphalia,,15417,1276943915
Munster,Munster,52.9886,10.0911,Germany,DE,DEU,Lower Saxony,minor,15413,1276787275
Odenthal,Odenthal,51.0333,7.1167,Germany,DE,DEU,North Rhine-Westphalia,,15385,1276022742
Ratekau,Ratekau,53.95,10.7333,Germany,DE,DEU,Schleswig-Holstein,minor,15353,1276252655
Gehrden,Gehrden,52.3135,9.6008,Germany,DE,DEU,Lower Saxony,,15329,1276000662
Ober-Ramstadt,Ober-Ramstadt,49.8333,8.75,Germany,DE,DEU,Hesse,,15313,1276189736
Schriesheim,Schriesheim,49.4736,8.6592,Germany,DE,DEU,Baden-Württemberg,,15309,1276514747
Langelsheim,Langelsheim,51.9381,10.335,Germany,DE,DEU,Lower Saxony,,15302,1276567894
Niederkrüchten,Niederkruchten,51.1989,6.2194,Germany,DE,DEU,North Rhine-Westphalia,,15284,1276522692
Mering,Mering,48.2625,10.9844,Germany,DE,DEU,Bavaria,,15264,1276382837
Burbach,Burbach,50.7444,8.0861,Germany,DE,DEU,North Rhine-Westphalia,,15217,1276749212
Dorfen,Dorfen,48.2667,12.15,Germany,DE,DEU,Bavaria,,15197,1276442321
Isny im Allgäu,Isny im Allgau,47.6919,10.0394,Germany,DE,DEU,Baden-Württemberg,,15190,1276817029
Baiersbronn,Baiersbronn,48.5058,8.3711,Germany,DE,DEU,Baden-Württemberg,,15126,1276633374
Brake,Brake,53.3333,8.4833,Germany,DE,DEU,Lower Saxony,minor,15102,1276055035
Fritzlar,Fritzlar,51.1333,9.2667,Germany,DE,DEU,Hesse,,15101,1276290750
Markgröningen,Markgroningen,48.9047,9.0808,Germany,DE,DEU,Baden-Württemberg,,15099,1276236194
Witzenhausen,Witzenhausen,51.3417,9.8569,Germany,DE,DEU,Hesse,,15097,1276417378
Usingen,Usingen,50.334,8.5372,Germany,DE,DEU,Hesse,,15095,1276509598
Grenzach-Wyhlen,Grenzach-Wyhlen,47.5517,7.6592,Germany,DE,DEU,Baden-Württemberg,,15092,1276030397
Neustadt bei Coburg,Neustadt bei Coburg,50.3289,11.1211,Germany,DE,DEU,Bavaria,,15089,1276116282
Landsberg,Landsberg,51.5246,12.1596,Germany,DE,DEU,Saxony-Anhalt,,15088,1276487466
Grefrath,Grefrath,51.3363,6.3408,Germany,DE,DEU,North Rhine-Westphalia,,15069,1276931895
Bad Wurzach,Bad Wurzach,47.9094,9.8994,Germany,DE,DEU,Baden-Württemberg,,15069,1276243830
Büttelborn,Buttelborn,49.9022,8.5137,Germany,DE,DEU,Hesse,,15068,1276655872
Langerwehe,Langerwehe,50.8147,6.3617,Germany,DE,DEU,North Rhine-Westphalia,,15030,1276770497
Bissendorf,Bissendorf,52.2333,8.1667,Germany,DE,DEU,Lower Saxony,,15028,1276073314
Schiffdorf,Schiffdorf,53.5355,8.6622,Germany,DE,DEU,Lower Saxony,minor,15007,1276001395
Weißwasser/Oberlausitz,Weisswasser/Oberlausitz,51.5,14.6331,Germany,DE,DEU,Saxony,,14992,1276986089
Much,Much,50.9167,7.4,Germany,DE,DEU,North Rhine-Westphalia,,14953,1276464394
Neustadt an der Donau,Neustadt an der Donau,48.8071,11.7695,Germany,DE,DEU,Bavaria,,14949,1276348770
Malsch,Malsch,48.8808,8.3342,Germany,DE,DEU,Baden-Württemberg,,14946,1276981496
Beckingen,Beckingen,49.3928,6.7008,Germany,DE,DEU,Saarland,,14945,1276301126
Ritterhude,Ritterhude,53.1861,8.758,Germany,DE,DEU,Bremen,,14942,1276391599
Schwabmünchen,Schwabmunchen,48.1789,10.755,Germany,DE,DEU,Bavaria,,14926,1276593802
Jever,Jever,53.5744,7.9008,Germany,DE,DEU,Lower Saxony,minor,14913,1276105413
Münsingen,Munsingen,48.4128,9.4953,Germany,DE,DEU,Baden-Württemberg,,14860,1276411655
Groß-Zimmern,Gross-Zimmern,49.8726,8.8343,Germany,DE,DEU,Hesse,,14859,1276589803
Stein bei Nürnberg,Stein bei Nurnberg,49.4167,11.0167,Germany,DE,DEU,Bavaria,,14851,1276407895
Rellingen,Rellingen,53.6532,9.8295,Germany,DE,DEU,Schleswig-Holstein,minor,14840,1276483816
Tostedt,Tostedt,53.2833,9.7167,Germany,DE,DEU,Lower Saxony,minor,14835,1276412627
Niedernhausen,Niedernhausen,50.1617,8.3176,Germany,DE,DEU,Hesse,,14811,1276265252
Harsefeld,Harsefeld,53.45,9.5,Germany,DE,DEU,Lower Saxony,minor,14789,1276886588
Hückeswagen,Huckeswagen,51.145,7.3417,Germany,DE,DEU,North Rhine-Westphalia,,14770,1276742746
Uhingen,Uhingen,48.7058,9.5919,Germany,DE,DEU,Baden-Württemberg,,14753,1276901108
Langwedel,Langwedel,52.9999,9.1732,Germany,DE,DEU,Lower Saxony,minor,14729,1276601336
Selb,Selb,50.1667,12.1333,Germany,DE,DEU,Bavaria,,14727,1276030522
Hilchenbach,Hilchenbach,50.9983,8.1094,Germany,DE,DEU,North Rhine-Westphalia,,14714,1276321870
Homberg,Homberg,51.0339,9.4056,Germany,DE,DEU,Hesse,minor,14712,1276784419
Kirchhatten,Kirchhatten,53.02,8.355,Germany,DE,DEU,Lower Saxony,minor,14688,1276291083
Hatten,Hatten,53.0184,8.35,Germany,DE,DEU,Lower Saxony,,14688,1276627272
Abensberg,Abensberg,48.8168,11.8498,Germany,DE,DEU,Bavaria,,14685,1276501504
Pattensen,Pattensen,52.2645,9.7644,Germany,DE,DEU,Lower Saxony,,14678,1276603378
Montabaur,Montabaur,50.4375,7.8258,Germany,DE,DEU,Rhineland-Palatinate,minor,14677,1276982904
Langenselbold,Langenselbold,50.1833,9.0333,Germany,DE,DEU,Hesse,,14630,1276686360
Immenstadt im Allgäu,Immenstadt im Allgau,47.5667,10.2167,Germany,DE,DEU,Bavaria,,14622,1276627298
Neubiberg,Neubiberg,48.0747,11.6769,Germany,DE,DEU,Bavaria,,14618,1276417573
Neutraubling,Neutraubling,48.9878,12.1964,Germany,DE,DEU,Bavaria,,14614,1276485988
Wilsdruff,Wilsdruff,51.0522,13.5383,Germany,DE,DEU,Saxony,,14613,1276738335
Tornesch,Tornesch,53.7,9.7167,Germany,DE,DEU,Schleswig-Holstein,minor,14606,1276106363
Lauda-Königshofen,Lauda-Konigshofen,49.5686,9.7039,Germany,DE,DEU,Baden-Württemberg,,14596,1276018769
Plochingen,Plochingen,48.7117,9.4164,Germany,DE,DEU,Baden-Württemberg,,14590,1276921571
Sassenberg,Sassenberg,51.9897,8.0408,Germany,DE,DEU,North Rhine-Westphalia,,14566,1276379002
Ratzeburg,Ratzeburg,53.7017,10.7567,Germany,DE,DEU,Schleswig-Holstein,minor,14552,1276258916
Friedland,Friedland,51.4167,9.9333,Germany,DE,DEU,Lower Saxony,,14544,1276585633
Burglengenfeld,Burglengenfeld,49.2061,12.0409,Germany,DE,DEU,Bavaria,,14527,1276523136
Ottweiler,Ottweiler,49.4014,7.1634,Germany,DE,DEU,Saarland,,14522,1276806597
Münster,Munster,49.9253,8.8592,Germany,DE,DEU,Hesse,,14518,1276203607
Niederzier,Niederzier,50.8831,6.4667,Germany,DE,DEU,North Rhine-Westphalia,,14493,1276339063
Eberbach,Eberbach,49.4667,8.9833,Germany,DE,DEU,Baden-Württemberg,,14489,1276456342
Olsberg,Olsberg,51.35,8.4833,Germany,DE,DEU,North Rhine-Westphalia,,14481,1276829513
Lotte,Lotte,52.2764,7.9167,Germany,DE,DEU,North Rhine-Westphalia,,14476,1276170713
Eching,Eching,48.3,11.6167,Germany,DE,DEU,Bavaria,,14475,1276481683
Eggenfelden,Eggenfelden,48.4039,12.7642,Germany,DE,DEU,Bavaria,,14439,1276543412
Gernsbach,Gernsbach,48.7633,8.3342,Germany,DE,DEU,Baden-Württemberg,,14438,1276744650
Lengede,Lengede,52.2049,10.3078,Germany,DE,DEU,Lower Saxony,,14433,1276406361
Markdorf,Markdorf,47.7208,9.3917,Germany,DE,DEU,Baden-Württemberg,,14406,1276086137
Landau an der Isar,Landau an der Isar,48.6749,12.6913,Germany,DE,DEU,Bavaria,,14402,1276797945
Lohfelden,Lohfelden,51.2716,9.5487,Germany,DE,DEU,Hesse,,14395,1276890913
Rheydt,Rheydt,51.1667,6.45,Germany,DE,DEU,North Rhine-Westphalia,,14389,1276801612
Spenge,Spenge,52.1331,8.4831,Germany,DE,DEU,North Rhine-Westphalia,,14389,1276387127
Löbau,Lobau,51.0944,14.6667,Germany,DE,DEU,Saxony,,14389,1276786301
Zeven,Zeven,53.2969,9.2789,Germany,DE,DEU,Lower Saxony,minor,14376,1276616913
Neu-Anspach,Neu-Anspach,50.3003,8.5072,Germany,DE,DEU,Hesse,,14359,1276155891
Grafing bei München,Grafing bei Munchen,48.05,11.9667,Germany,DE,DEU,Bavaria,,14348,1276799795
Riegelsberg,Riegelsberg,49.3058,6.9433,Germany,DE,DEU,Saarland,,14331,1276278201
Lich,Lich,50.5217,8.8208,Germany,DE,DEU,Hesse,,14310,1276029431
Rehlingen-Siersburg,Rehlingen-Siersburg,49.3686,6.6786,Germany,DE,DEU,Saarland,,14305,1276372658
Maisach,Maisach,48.2167,11.2667,Germany,DE,DEU,Bavaria,,14256,1276438792
Belm,Belm,52.3,8.1333,Germany,DE,DEU,Lower Saxony,,14255,1276040946
Murrhardt,Murrhardt,48.9794,9.5783,Germany,DE,DEU,Baden-Württemberg,,14248,1276873434
Brühl,Bruhl,49.4,8.5353,Germany,DE,DEU,Baden-Württemberg,,14238,1276886758
Wennigsen,Wennigsen,52.2742,9.5708,Germany,DE,DEU,Lower Saxony,,14233,1276983413
Aldenhoven,Aldenhoven,50.8958,6.2831,Germany,DE,DEU,North Rhine-Westphalia,,14231,1276558871
Bad Camberg,Bad Camberg,50.3,8.2667,Germany,DE,DEU,Hesse,,14229,1276097713
Plattling,Plattling,48.7767,12.8736,Germany,DE,DEU,Bavaria,,14227,1276078281
Edingen-Neckarhausen,Edingen-Neckarhausen,49.4469,8.6094,Germany,DE,DEU,Baden-Württemberg,,14211,1276673287
Kalkar,Kalkar,51.7389,6.2925,Germany,DE,DEU,North Rhine-Westphalia,,14199,1276383703
Mittweida,Mittweida,50.9856,12.9811,Germany,DE,DEU,Saxony,,14198,1276378266
Leuna,Leuna,51.3167,12.0167,Germany,DE,DEU,Saxony-Anhalt,,14174,1276318458
Dippoldiswalde,Dippoldiswalde,50.8933,13.6667,Germany,DE,DEU,Saxony,,14174,1276205316
Grünstadt,Grunstadt,49.5692,8.1681,Germany,DE,DEU,Rhineland-Palatinate,,14169,1276261667
Uslar,Uslar,51.6597,9.6358,Germany,DE,DEU,Lower Saxony,,14166,1276673378
Ahrensfelde,Ahrensfelde,52.5762,13.5753,Germany,DE,DEU,Brandenburg,,14144,1276671758
Vöhringen,Vohringen,48.2833,10.0833,Germany,DE,DEU,Bavaria,,14134,1276392768
Buchloe,Buchloe,48.0375,10.725,Germany,DE,DEU,Bavaria,,14119,1276184679
Melsungen,Melsungen,51.1333,9.55,Germany,DE,DEU,Hesse,,14107,1276369572
Feucht,Feucht,49.3758,11.2131,Germany,DE,DEU,Bavaria,,14102,1276937991
Erbach,Erbach,49.6569,8.9931,Germany,DE,DEU,Hesse,minor,14099,1276643067
Neuenkirchen,Neuenkirchen,52.2411,7.3689,Germany,DE,DEU,North Rhine-Westphalia,,14096,1276854717
Bovenden,Bovenden,51.5897,9.9222,Germany,DE,DEU,Lower Saxony,,14095,1276711259
Oschatz,Oschatz,51.3003,13.1072,Germany,DE,DEU,Saxony,,14089,1276313153
Weißenhorn,Weissenhorn,48.3044,10.1593,Germany,DE,DEU,Bavaria,,14088,1276798632
Lorsch,Lorsch,49.6539,8.5675,Germany,DE,DEU,Hesse,,14088,1276723392
Erbach,Erbach,48.3281,9.8878,Germany,DE,DEU,Baden-Württemberg,,14080,1276634303
